"title","Start Date","End Date","body","quarter","building","room","sponsor","promote","nid","created","repeat"
"The Secret to Successful Job Interviews","2016-05-10 22:00:00 to 2016-05-10 23:00:00","2016-05-10 22:00:00 to 2016-05-10 23:00:00","<p>Preparing for and then performing well in a job interview can be an intimidating experience. Join Career Counselor Donna Miller for a presentation on how you can reduce the stress, enhance your confidence, and impress prospective employers with appropriate and thoughtful answers to their interview questions. <a href=""http://www.evergreen.edu/career/events.htm"">http://www.evergreen.edu/career/events.htm</a></p>","","Library Building","The Career Resource Library (L2151)","Career Development Center","No","1788","2016-04-07T11:42:26-07:00","<span class=""date-display-single"">Tuesday, May 10, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-10T15:00:00-07:00"">3:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-10T16:00:00-07:00"">4:00 pm</span></span></span>"
"Lady and Trans Bike Night","2016-04-26 23:00:00 to 2016-04-27 02:00:00, 2016-05-03 23:00:00 to 2016-05-04 02:00:00, 2016-05-10 23:00:00 to 2016-05-11 02:00:00, 2016-05-17 23:00:00 to 2016-05-18 02:00:00, 2016-05-24 23:00:00 to 2016-05-25 02:00:00, 2016-05-31 23:00:00 to 2016-06-01 02:00:00, 2016-06-07 23:00:00 to 2016-06-08 02:00:00, 2016-06-14 23:00:00 to 2016-06-15 02:00:00, 2016-06-21 23:00:00 to 2016-06-22 02:00:00, 2016-06-28 23:00:00 to 2016-06-29 02:00:00, 2016-07-05 23:00:00 to 2016-07-06 02:00:00, 2016-07-12 23:00:00 to 2016-07-13 02:00:00, 2016-07-19 23:00:00 to 2016-07-20 02:00:00, 2016-07-26 23:00:00 to 2016-07-27 02:00:00, 2016-08-02 23:00:00 to 2016-08-03 02:00:00","2016-04-26 23:00:00 to 2016-04-27 02:00:00, 2016-05-03 23:00:00 to 2016-05-04 02:00:00, 2016-05-10 23:00:00 to 2016-05-11 02:00:00, 2016-05-17 23:00:00 to 2016-05-18 02:00:00, 2016-05-24 23:00:00 to 2016-05-25 02:00:00, 2016-05-31 23:00:00 to 2016-06-01 02:00:00, 2016-06-07 23:00:00 to 2016-06-08 02:00:00, 2016-06-14 23:00:00 to 2016-06-15 02:00:00, 2016-06-21 23:00:00 to 2016-06-22 02:00:00, 2016-06-28 23:00:00 to 2016-06-29 02:00:00, 2016-07-05 23:00:00 to 2016-07-06 02:00:00, 2016-07-12 23:00:00 to 2016-07-13 02:00:00, 2016-07-19 23:00:00 to 2016-07-20 02:00:00, 2016-07-26 23:00:00 to 2016-07-27 02:00:00, 2016-08-02 23:00:00 to 2016-08-03 02:00:00","<p>Come fix up or learn more about your bike!</p>","","College Activities Building","Bike Shop (CAB 135)","Evergreen Bike Shop","No","1856","2016-04-25T10:23:41-07:00","<span class=""date-display-single"">Tuesday, April 26, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-04-26T16:00:00-07:00"">4:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-04-26T19:00:00-07:00"">7:00 pm</span></span></span>, <span class=""date-display-single"">Tuesday, May 3, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-03T16:00:00-07:00"">4:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-03T19:00:00-07:00"">7:00 pm</span></span></span>, <span class=""date-display-single"">Tuesday, May 10, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-10T16:00:00-07:00"">4:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-10T19:00:00-07:00"">7:00 pm</span></span></span>, <span class=""date-display-single"">Tuesday, May 17, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-17T16:00:00-07:00"">4:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-17T19:00:00-07:00"">7:00 pm</span></span></span>, <span class=""date-display-single"">Tuesday, May 24, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-24T16:00:00-07:00"">4:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-24T19:00:00-07:00"">7:00 pm</span></span></span>, <span class=""date-display-single"">Tuesday, May 31, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-31T16:00:00-07:00"">4:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-31T19:00:00-07:00"">7:00 pm</span></span></span>, <span class=""date-display-single"">Tuesday, June 7, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-06-07T16:00:00-07:00"">4:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-06-07T19:00:00-07:00"">7:00 pm</span></span></span>, <span class=""date-display-single"">Tuesday, June 14, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-06-14T16:00:00-07:00"">4:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-06-14T19:00:00-07:00"">7:00 pm</span></span></span>, <span class=""date-display-single"">Tuesday, June 21, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-06-21T16:00:00-07:00"">4:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-06-21T19:00:00-07:00"">7:00 pm</span></span></span>, <span class=""date-display-single"">Tuesday, June 28, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-06-28T16:00:00-07:00"">4:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-06-28T19:00:00-07:00"">7:00 pm</span></span></span>, <span class=""date-display-single"">Tuesday, July 5, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-07-05T16:00:00-07:00"">4:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-07-05T19:00:00-07:00"">7:00 pm</span></span></span>, <span class=""date-display-single"">Tuesday, July 12, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-07-12T16:00:00-07:00"">4:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-07-12T19:00:00-07:00"">7:00 pm</span></span></span>, <span class=""date-display-single"">Tuesday, July 19, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-07-19T16:00:00-07:00"">4:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-07-19T19:00:00-07:00"">7:00 pm</span></span></span>, <span class=""date-display-single"">Tuesday, July 26, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-07-26T16:00:00-07:00"">4:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-07-26T19:00:00-07:00"">7:00 pm</span></span></span>, <span class=""date-display-single"">Tuesday, August 2, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-08-02T16:00:00-07:00"">4:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-08-02T19:00:00-07:00"">7:00 pm</span></span></span>"
"Transfer Day","2016-05-11 16:00:00 to 2016-05-11 19:00:00","2016-05-11 16:00:00 to 2016-05-11 19:00:00","<p>If you are a new transfer student joining us this fall please consider attending Transfer Day on Wednesday, May 11, 2016.  This is an excellent opportunity to prepare for registration, learn about academic life, and connect with campus services designed to support you in your success at Evergreen. </p> <ul><li><a href=""http://www.evergreen.edu/advising/transfer-advising-day"">Schedule</a></li> </ul>","Spring 2016","Seminar II","E-4115","","No","1815","2016-04-22T10:12:41-07:00","<span class=""date-display-single"">Wednesday, May 11, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-11T09:00:00-07:00"">9:00 am</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-11T12:00:00-07:00"">12:00 pm</span></span></span>"
"Board of Trustees Meeting","2016-05-11 16:00:00 to 2016-05-12 00:00:00","2016-05-11 16:00:00 to 2016-05-12 00:00:00","<p>Board of Trustees Meeting</p> <p>For more information on the event, please see the following website<br /> <a href=""http://www.evergreen.edu/trustees/home.htm"">http://www.evergreen.edu/trustees/home.htm</a></p>","","","Lib 3201","","No","1516","2016-02-04T10:26:57-08:00","<span class=""date-display-single"">Wednesday, May 11, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-11T09:00:00-07:00"">9:00 am</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-11T17:00:00-07:00"">5:00 pm</span></span></span>"
"Plato Lecture Series: Through Visualization and Interaction, Computer Science Concepts Come Alive","2016-05-11 19:00:00","2016-05-11 19:00:00","<p>Susan Rodger from Duke University will talk about her work on using visualization for teaching computer science concepts and how this connects with increasing the number of women in computer science.</p>","","Seminar II","D1105","Plato Lecture Series","No","1948","2016-05-07T13:49:33-07:00","<span class=""date-display-single"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-11T12:00:00-07:00"">Wednesday, May 11, 2016 - 12:00 pm</span>"
"All-Campus Mentoring Day","2016-05-11 20:00:00 to 2016-05-11 23:00:00","2016-05-11 20:00:00 to 2016-05-11 23:00:00","<p>Develop a vision and a map for your pathway through Evergreen. Plan for graduate school. Get the tools you need to start crafting your future now.</p> <ul><li><a href=""http://www.evergreen.edu/events/mentoringdays/"">Schedule</a></li> </ul>","Spring 2016","Library Building","Lobby","","Yes","414","2015-10-06T13:36:42-07:00","<span class=""date-display-single"">Wednesday, May 11, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-11T13:00:00-07:00"">1:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-11T16:00:00-07:00"">4:00 pm</span></span></span>"
"Academic Fair","2016-05-11 23:00:00 to 2016-05-12 01:00:00","2016-05-11 23:00:00 to 2016-05-12 01:00:00","<p>Before registration, faculty gather in a common space to answer your questions and distribute materials for their upcoming program or course for Summer 2016 and Fall 2016.</p>","Spring 2016","Costantino Recreation Center","Gym","","Yes","517","2015-10-06T13:37:06-07:00","<span class=""date-display-single"">Wednesday, May 11, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-11T16:00:00-07:00"">4:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-11T18:00:00-07:00"">6:00 pm</span></span></span>"
"Partner Fusion Dance Class","2016-04-07 00:15:00 to 2016-04-07 01:30:00, 2016-04-14 00:15:00 to 2016-04-14 01:30:00, 2016-04-21 00:15:00 to 2016-04-21 01:30:00, 2016-04-28 00:15:00 to 2016-04-28 01:30:00, 2016-05-05 00:15:00 to 2016-05-05 01:30:00, 2016-05-12 00:15:00 to 2016-05-12 01:30:00, 2016-05-19 00:15:00 to 2016-05-19 01:30:00, 2016-05-26 00:15:00 to 2016-05-26 01:30:00, 2016-06-02 00:15:00 to 2016-06-02 01:30:00","2016-04-07 00:15:00 to 2016-04-07 01:30:00, 2016-04-14 00:15:00 to 2016-04-14 01:30:00, 2016-04-21 00:15:00 to 2016-04-21 01:30:00, 2016-04-28 00:15:00 to 2016-04-28 01:30:00, 2016-05-05 00:15:00 to 2016-05-05 01:30:00, 2016-05-12 00:15:00 to 2016-05-12 01:30:00, 2016-05-19 00:15:00 to 2016-05-19 01:30:00, 2016-05-26 00:15:00 to 2016-05-26 01:30:00, 2016-06-02 00:15:00 to 2016-06-02 01:30:00","<p>The Evergreen Dance Co-Op hosts weekly partner fusion lessons with Robyn Bdornson. They will explore combining different types of dancing with others in structured and unstructured ways. </p> <p>If accommodation is required for this event, please contact Student Activities with reasonable advance notice by emailing <a href=""mailto:StudentActivities@evergreen.edu"">StudentActivities@evergreen.edu</a> or by calling 360-867-6220 or 360-867-6834(TTY).</p>","","Communications Lab Building","COM 209","Evergreen Dance Co-op","No","1871","2016-04-25T10:23:41-07:00","<span class=""date-display-single"">Wednesday, April 6, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-04-06T17:15:00-07:00"">5:15 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-04-06T18:30:00-07:00"">6:30 pm</span></span></span>, <span class=""date-display-single"">Wednesday, April 13, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-04-13T17:15:00-07:00"">5:15 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-04-13T18:30:00-07:00"">6:30 pm</span></span></span>, <span class=""date-display-single"">Wednesday, April 20, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-04-20T17:15:00-07:00"">5:15 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-04-20T18:30:00-07:00"">6:30 pm</span></span></span>, <span class=""date-display-single"">Wednesday, April 27, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-04-27T17:15:00-07:00"">5:15 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-04-27T18:30:00-07:00"">6:30 pm</span></span></span>, <span class=""date-display-single"">Wednesday, May 4, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-04T17:15:00-07:00"">5:15 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-04T18:30:00-07:00"">6:30 pm</span></span></span>, <span class=""date-display-single"">Wednesday, May 11, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-11T17:15:00-07:00"">5:15 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-11T18:30:00-07:00"">6:30 pm</span></span></span>, <span class=""date-display-single"">Wednesday, May 18, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-18T17:15:00-07:00"">5:15 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-18T18:30:00-07:00"">6:30 pm</span></span></span>, <span class=""date-display-single"">Wednesday, May 25, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-25T17:15:00-07:00"">5:15 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-25T18:30:00-07:00"">6:30 pm</span></span></span>, <span class=""date-display-single"">Wednesday, June 1, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-06-01T17:15:00-07:00"">5:15 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-06-01T18:30:00-07:00"">6:30 pm</span></span></span>"
"Free-form Dance Night","2016-04-07 02:00:00 to 2016-04-07 04:00:00, 2016-04-14 02:00:00 to 2016-04-14 04:00:00, 2016-04-21 02:00:00 to 2016-04-21 04:00:00, 2016-04-28 02:00:00 to 2016-04-28 04:00:00, 2016-05-05 02:00:00 to 2016-05-05 04:00:00, 2016-05-12 02:00:00 to 2016-05-12 04:00:00, 2016-05-19 02:00:00 to 2016-05-19 04:00:00, 2016-05-26 02:00:00 to 2016-05-26 04:00:00, 2016-06-02 02:00:00 to 2016-06-02 04:00:00","2016-04-07 02:00:00 to 2016-04-07 04:00:00, 2016-04-14 02:00:00 to 2016-04-14 04:00:00, 2016-04-21 02:00:00 to 2016-04-21 04:00:00, 2016-04-28 02:00:00 to 2016-04-28 04:00:00, 2016-05-05 02:00:00 to 2016-05-05 04:00:00, 2016-05-12 02:00:00 to 2016-05-12 04:00:00, 2016-05-19 02:00:00 to 2016-05-19 04:00:00, 2016-05-26 02:00:00 to 2016-05-26 04:00:00, 2016-06-02 02:00:00 to 2016-06-02 04:00:00","<p>The Evergreen Dance Co-Op hosts weekly free-form dancing with DJ's from the community. </p> <p>If accommodation is required for this event, please contact Student Activities with reasonable advance notice by emailing <a href=""mailto:StudentActivities@evergreen.edu"">StudentActivities@evergreen.edu</a> or by calling 360-867-6220 or 360-867-6834(TTY).</p>","","","COM 209","Evergreen Dance Co-op","No","1870","2016-04-25T10:23:41-07:00","<span class=""date-display-single"">Wednesday, April 6, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-04-06T19:00:00-07:00"">7:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-04-06T21:00:00-07:00"">9:00 pm</span></span></span>, <span class=""date-display-single"">Wednesday, April 13, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-04-13T19:00:00-07:00"">7:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-04-13T21:00:00-07:00"">9:00 pm</span></span></span>, <span class=""date-display-single"">Wednesday, April 20, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-04-20T19:00:00-07:00"">7:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-04-20T21:00:00-07:00"">9:00 pm</span></span></span>, <span class=""date-display-single"">Wednesday, April 27, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-04-27T19:00:00-07:00"">7:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-04-27T21:00:00-07:00"">9:00 pm</span></span></span>, <span class=""date-display-single"">Wednesday, May 4, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-04T19:00:00-07:00"">7:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-04T21:00:00-07:00"">9:00 pm</span></span></span>, <span class=""date-display-single"">Wednesday, May 11, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-11T19:00:00-07:00"">7:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-11T21:00:00-07:00"">9:00 pm</span></span></span>, <span class=""date-display-single"">Wednesday, May 18, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-18T19:00:00-07:00"">7:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-18T21:00:00-07:00"">9:00 pm</span></span></span>, <span class=""date-display-single"">Wednesday, May 25, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-25T19:00:00-07:00"">7:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-25T21:00:00-07:00"">9:00 pm</span></span></span>, <span class=""date-display-single"">Wednesday, June 1, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-06-01T19:00:00-07:00"">7:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-06-01T21:00:00-07:00"">9:00 pm</span></span></span>"
"Annual Academic Statement Due","2016-05-12 07:00:00","2016-05-12 07:00:00","<p>For students admitted or re-admitted Fall 2013 or later.</p>","Spring 2016","","","","Yes","1801","2016-04-21T10:51:32-07:00","<span class=""date-display-single"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-12T00:00:00-07:00"">Thursday, May 12, 2016 (All day)</span>"
"MES Info Session","2016-05-13 00:30:00 to 2016-05-13 01:30:00","2016-05-13 00:30:00 to 2016-05-13 01:30:00","<p>Learn more about admission requirements, curriculum structure, and student life.<br /> Parking is $2<br /> For more information on the event, please see the following website<br /> <a href=""http://www.evergreen.edu/mes/infosessions.htm"">http://www.evergreen.edu/mes/infosessions.htm</a></p>","","","Seminar 2 Building, Room A2107","","No","1708","2016-03-23T10:48:48-07:00","<span class=""date-display-single"">Thursday, May 12, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-12T17:30:00-07:00"">5:30 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-12T18:30:00-07:00"">6:30 pm</span></span></span>"
"Open House: Pathways to Healthcare","2016-05-13 18:00:00","2016-05-13 18:00:00","<p><strong>PATHWAYS to HEALTHCARE: <em>Clinical Practicum in the Student Health Center</em></strong></p> <p><strong>OPEN HOUSE @ Student Health Center</strong></p> <p><strong>11am - 2pm Friday May 13</strong></p> <ul><li>Tour the clinic</li> <li>Meet staff and faculty</li> <li>Enjoy tea and snacks</li> <li>Get informationa about the course</li> <li>Applications due May 18</li> </ul>","","Seminar I","2110","Student Health Center","Yes","1931","2016-05-04T18:27:20-07:00","<span class=""date-display-single"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-13T11:00:00-07:00"">Friday, May 13, 2016 - 11:00 am</span>"
"The Next System Teach In","2016-05-14 17:00:00 to 2016-05-14 23:00:00","2016-05-14 17:00:00 to 2016-05-14 23:00:00","<p>We need a new system! The systems that govern our economy, environment and social justice are not creating the world we want. These systems are not broken, they are working the way someone wants them to. Join us in creating the next system.<br /> RSVP and agenda can be found at <a href=""http://teachins.thenextsystem.org/evergreen_state"">http://teachins.thenextsystem.org/evergreen_state</a><br /> Topics will include:</p> <p>Emergency Services for Houseless Neighbors</p> <p>The Power of Peer Support in Mental Health Services</p> <p>Economic Empowerment Initiative for Women</p> <p>Public Policy Through the Lens of Compassion</p> <p>Participatory socialism: A Realistic Utopia</p> <p>Reducing Greenhouse gases in Thurston County</p> <p>A World Worth Working In: Sustainable employment practices for the next century</p> <p>Sustainable Forestry</p> <p>So Much More</p>","","Seminar II","D 1107","","Yes","1959","2016-05-09T13:57:25-07:00","<span class=""date-display-single"">Saturday, May 14, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-14T10:00:00-07:00"">10:00 am</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-14T16:00:00-07:00"">4:00 pm</span></span></span>"
"Japanese Calligraphy workshop and demonstration","2016-05-14 21:00:00 to 2016-05-15 00:00:00","2016-05-14 21:00:00 to 2016-05-15 00:00:00","<p>Lecture, workshop, and demonstartion by two masters of Japanese Calligraphy</p>","","Seminar II","A 1107","China and Japan: Traditional and Contemporay ""Silk Roads""","No","1965","2016-05-11T05:45:35-07:00","<span class=""date-display-single"">Saturday, May 14, 2016 - <span class=""date-display-range""><span class=""date-display-start"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-14T14:00:00-07:00"">2:00 pm</span> to <span class=""date-display-end"" property=""dc:date"" datatype=""xsd:dateTime"" content=""2016-05-14T17:00:00-07:00"">5:00 pm</span></span></span>"
